timestamp_pc;Acel_x;Acel_y;Acel_z;Gyro_x;Gyro_y;Gyro_z;Magne_x;Magne_y;Magne_z
13:33:55.958;0.14;0.02;1.00;23.32;-5.86;15.44;3.58;34.95;-11.54
13:33:55.963;0.03;-0.03;0.97;0.85;1.16;2.56;3.23;33.90;-9.62
13:33:56.976;0.03;-0.19;1.05;68.66;-11.47;-14.95;3.22;37.41;-7.12
13:33:56.977;-0.03;-0.42;0.96;92.65;-2.14;-17.88;2.01;38.95;-4.61
13:33:56.978;-0.01;-0.47;0.79;54.08;-3.36;4.88;2.58;40.44;-0.55
13:33:56.979;-0.02;-0.59;0.77;23.99;-0.06;-2.50;2.00;40.47;0.99
13:33:56.980;-0.05;-0.61;0.80;8.91;0.67;-2.14;1.93;40.34;0.83
13:33:56.981;-0.06;-0.66;0.75;34.00;-3.66;-2.01;1.89;40.91;2.44
13:33:56.982;-0.04;-0.69;0.72;33.20;8.73;6.16;1.66;40.73;2.99
13:33:56.982;-0.06;-0.85;0.69;34.00;12.70;7.39;2.39;40.86;5.82
13:33:56.983;0.03;-0.79;0.65;40.71;26.06;26.79;3.77;41.35;5.92
13:33:56.984;0.12;-0.06;0.99;47.18;-22.71;-2.69;3.70;35.49;-9.24
13:33:58.014;0.18;-0.80;0.45;44.92;1.65;30.40;6.46;40.83;8.87
13:33:58.016;0.21;-0.94;0.52;80.51;3.23;64.21;7.43;41.09;11.96
13:33:58.016;0.26;-0.89;0.25;15.32;56.95;61.40;9.22;39.99;16.22
13:33:58.017;0.43;-0.67;0.10;-2.20;45.35;59.39;10.57;39.90;15.12
13:33:58.018;0.59;-0.66;0.13;27.95;-16.36;15.38;12.34;40.20;14.09
13:33:58.019;0.63;-0.95;0.24;32.29;-22.89;20.02;12.72;39.65;15.08
13:33:58.020;0.58;-0.86;0.24;44.01;-34.30;10.93;14.65;38.66;16.20
13:33:58.021;0.65;-0.67;0.12;-7.02;25.76;13.18;14.97;37.94;16.44
13:33:58.022;0.61;-0.83;0.20;-3.97;21.12;9.70;14.58;37.65;18.12
13:33:58.023;0.12;-0.78;0.55;34.97;26.31;34.36;5.13;41.56;6.97
13:33:59.038;0.59;-0.67;0.01;-22.64;19.59;-10.80;12.96;39.31;16.83
13:33:59.039;0.48;-0.71;0.04;-25.82;25.09;4.64;12.07;38.59;16.59
13:33:59.041;0.55;-0.80;0.15;21.79;-8.24;6.77;12.29;38.93;15.81
13:33:59.042;0.64;-0.92;0.13;39.18;-11.47;-19.10;12.78;38.02;18.15
13:33:59.043;0.54;-0.80;0.00;2.81;13.98;-3.23;11.95;38.16;18.23
13:33:59.043;0.52;-0.94;-0.06;-13.00;27.71;-12.76;11.13;38.04;18.40
13:33:59.044;0.48;-0.96;0.09;9.58;5.19;-1.65;10.46;36.90;19.85
13:33:59.045;0.58;-0.87;0.04;10.13;7.14;2.81;10.10;37.06;19.15
13:33:59.046;0.54;-0.78;-0.08;-49.62;54.50;5.49;9.17;37.48;19.32
13:33:59.047;0.58;-0.83;0.13;28.38;-3.54;-5.07;13.61;38.99;16.03
13:34:00.064;0.29;-1.06;-0.34;-68.66;-65.31;-28.14;8.65;37.87;17.66
13:34:00.065;-0.08;-1.46;0.41;196.29;-306.82;-59.94;9.50;38.78;17.37
13:34:00.066;-0.62;-2.41;1.11;317.69;-135.50;245.73;18.32;29.22;25.23
13:34:00.066;-0.07;0.42;0.33;87.52;147.40;300.05;21.37;14.00;28.96
13:34:00.067;-1.41;-0.44;-1.25;-615.11;589.78;-139.47;2.38;20.02;30.52
13:34:00.068;-0.33;-0.48;-0.72;124.39;-105.90;162.48;-11.50;28.54;12.57
13:34:00.069;-0.15;-1.23;-0.39;68.85;-38.76;47.55;-7.67;28.48;19.68
13:34:00.070;-0.09;-0.85;-0.59;-54.99;141.24;155.21;-6.68;34.69;17.92
13:34:00.071;-0.99;-1.25;-0.73;16.60;142.15;359.19;-1.54;42.02;8.90
13:34:00.072;0.56;-0.85;-0.02;21.48;-44.19;-9.16;8.90;38.65;16.48
13:34:00.895;-1.17;0.53;-3.68;-324.22;500.85;133.79;27.08;19.49;25.15
13:34:00.896;-0.01;-0.20;-0.57;204.71;-270.87;-184.27;33.47;15.27;17.93
13:34:00.896;0.31;0.16;-0.68;-10.68;-32.23;12.63;37.16;17.57;13.83
13:34:00.897;0.23;0.24;-0.99;-36.19;42.30;75.81;36.19;16.70;13.84
13:34:00.898;0.14;0.20;-1.08;12.39;-0.67;18.37;35.06;14.90;14.25
13:34:00.902;0.08;0.19;-1.07;-1.89;2.56;15.87;36.15;14.22;15.01
13:34:00.907;0.08;0.22;-1.10;-14.53;-9.52;10.50;36.10;14.22;14.72
13:34:00.911;0.08;0.20;-0.95;92.10;-200.81;-64.64;37.99;14.62;8.86
13:34:00.916;0.75;0.11;-0.53;-6.53;-73.18;58.59;38.57;15.87;1.99
13:34:00.921;-1.72;0.88;-0.85;-3.42;226.14;773.38;27.66;39.17;9.61
13:34:01.951;0.58;0.52;-0.78;126.95;-209.53;-105.41;38.70;12.49;-0.90
13:34:01.953;0.80;0.05;-0.28;209.72;-253.97;-201.60;35.38;21.58;-6.96
13:34:01.954;0.29;-0.50;-0.18;286.13;-261.05;-319.70;22.08;38.88;-9.46
13:34:01.955;-0.20;-1.45;-0.33;325.01;-302.80;-239.62;0.02;42.76;7.46
13:34:01.956;-0.13;-0.99;-0.53;153.26;-227.78;-114.93;-0.87;26.59;27.34
13:34:01.956;-0.02;-0.93;-0.36;-6.10;-146.12;-151.73;12.65;14.92;30.48
13:34:01.957;-0.03;-0.88;-0.30;-122.86;-62.68;-129.76;19.96;18.16;29.46
13:34:01.958;-0.27;-1.55;-0.63;-47.42;-81.30;-28.38;20.67;25.79;27.87
13:34:01.959;-0.23;-0.84;-0.52;232.97;-327.09;12.51;29.52;22.20;24.55
13:34:01.960;0.51;0.23;-1.15;-36.32;30.58;19.23;38.64;12.27;5.02
13:34:02.987;0.72;-0.22;0.16;89.17;-151.00;154.66;38.28;12.67;3.09
13:34:02.987;0.94;0.10;-0.65;96.19;-141.36;85.08;36.11;7.19;-2.55
13:34:02.988;1.01;-0.04;0.09;34.97;-49.56;11.90;31.23;7.76;-9.22
13:34:02.989;0.98;-0.00;-0.04;3.78;-10.86;11.11;30.38;7.70;-9.95
13:34:02.990;0.93;-0.04;-0.14;-4.03;-15.08;15.14;29.87;7.90;-10.16
13:34:02.991;0.96;0.06;0.05;-7.81;24.23;9.28;29.09;7.03;-11.57
13:34:02.992;0.94;0.01;-0.15;-41.81;55.85;-0.06;30.46;6.23;-10.02
13:34:02.993;0.97;0.08;-0.17;19.71;-26.86;9.34;30.98;5.10;-8.75
13:34:02.993;0.93;0.05;-0.20;-4.09;-44.86;21.73;29.58;4.75;-7.82
13:34:02.994;0.09;-0.65;-0.15;39.12;-227.72;74.77;37.19;17.99;15.82
13:34:04.011;0.98;0.15;-0.11;-89.29;-9.83;38.02;27.26;0.82;-6.45
13:34:04.012;0.90;0.29;0.00;-204.10;112.24;90.94;25.39;-3.70;1.56
13:34:04.013;0.82;0.00;-0.31;-115.97;75.20;92.10;22.11;-4.86;14.01
13:34:04.014;0.63;0.09;-0.82;-199.89;96.86;67.93;19.06;-3.70;18.51
13:34:04.015;0.56;-0.05;-1.21;-244.38;86.73;57.92;12.68;3.26;26.97
13:34:04.016;0.55;-0.43;-0.86;-183.72;-4.33;86.12;8.13;12.07;31.35
13:34:04.017;0.55;-0.63;-0.68;-229.06;-8.00;95.58;8.64;24.33;31.38
13:34:04.018;0.68;-0.30;-0.50;-78.80;-61.52;52.43;11.41;36.62;25.70
13:34:04.019;0.66;0.00;-0.57;-32.35;-22.46;-73.61;14.44;38.37;22.28
13:34:04.019;0.93;0.14;-0.16;-33.57;-17.09;13.00;28.78;3.30;-8.44
13:34:05.037;0.62;-0.47;1.13;-128.42;-112.24;-82.28;12.85;42.25;7.26
13:34:05.038;0.65;-0.73;1.52;8.42;-70.50;-171.87;12.24;40.93;2.36
13:34:05.039;0.33;-0.06;0.35;-51.88;-25.94;4.15;11.24;41.42;-0.23
13:34:05.040;-0.12;-0.80;0.51;-133.36;101.87;-57.31;8.08;42.25;3.26
13:34:05.041;-0.31;-3.92;2.30;206.54;-175.78;-51.09;5.14;41.82;1.71
13:34:05.041;-0.04;-0.74;0.57;27.10;10.86;7.93;5.58;42.22;2.00
13:34:05.042;-0.01;-0.74;0.69;-8.12;6.47;-13.85;6.63;42.66;0.66
13:34:05.043;-0.02;-0.71;0.76;-37.90;14.77;12.82;6.21;41.76;-0.57
13:34:05.044;-0.02;-0.53;0.82;-54.26;4.64;10.68;6.18;41.49;-1.23
13:34:05.045;0.24;-0.41;-0.47;-199.77;-76.17;-29.79;10.84;40.88;18.29
13:34:05.909;0.11;-0.22;0.98;-96.01;-9.70;24.48;7.98;35.90;-10.72
13:34:05.915;0.12;-0.10;0.90;-54.44;6.35;11.11;7.92;33.98;-12.46
13:34:05.917;0.09;-0.01;1.05;-2.50;0.24;-1.10;7.67;32.39;-13.09
13:34:05.918;0.08;-0.05;0.99;5.07;-1.28;4.82;7.45;32.45;-12.83
13:34:05.920;0.12;-0.04;0.97;1.53;1.40;-2.69;7.40;33.03;-12.83
13:34:05.922;0.11;0.04;0.95;0.73;1.65;-10.56;7.14;33.14;-12.65
13:34:05.923;0.10;-0.01;0.97;-3.36;-0.18;-14.71;6.60;33.28;-12.81
13:34:05.925;0.14;-0.04;0.91;0.79;-15.93;0.31;6.56;33.78;-12.62
13:34:05.927;0.12;-0.03;0.93;16.17;-22.28;0.92;6.56;33.28;-11.65
13:34:05.929;0.05;-0.42;0.90;-134.28;31.07;42.91;6.92;39.23;-7.98
13:34:06.948;0.10;-0.03;0.96;0.55;1.71;2.38;6.63;32.81;-12.52
13:34:06.950;0.09;-0.04;0.96;-0.67;0.67;23.99;6.65;33.18;-12.32
13:34:06.951;0.09;-0.03;0.96;3.91;-1.83;9.46;6.69;33.50;-12.19
13:34:06.952;0.08;-0.01;0.97;1.59;0.98;11.23;7.70;33.63;-12.79
13:34:06.953;0.05;-0.03;0.96;2.93;-4.03;7.45;7.23;34.05;-12.22
13:34:06.954;0.09;-0.05;0.92;0.73;13.00;-16.30;6.82;34.14;-12.73
13:34:06.955;0.07;-0.04;0.98;2.20;-0.61;2.38;7.01;34.45;-11.82
13:34:06.956;0.08;-0.03;0.97;1.40;0.61;2.75;6.99;34.47;-13.21
13:34:06.956;0.08;-0.03;0.97;0.79;1.40;2.56;7.20;34.09;-12.22
13:34:06.957;0.08;-0.03;1.01;0.61;-0.67;3.17;6.07;32.91;-12.02
13:34:07.974;0.06;0.01;1.01;-2.69;-4.39;25.88;7.08;33.90;-12.01
13:34:07.975;0.07;-0.06;0.96;2.01;-4.76;9.58;6.81;35.16;-12.26
13:34:07.976;0.05;-0.07;0.97;1.40;3.42;-11.84;6.59;34.77;-13.29
13:34:07.977;0.07;0.00;0.96;3.42;-3.30;16.60;6.62;34.91;-12.23
13:34:07.978;0.00;0.00;0.98;1.95;-0.49;23.25;6.76;34.29;-12.08
13:34:07.978;0.03;-0.02;0.96;2.50;-3.97;43.64;7.43;35.05;-11.77
13:34:07.979;0.11;-0.11;0.98;5.86;-13.98;-0.49;6.63;35.58;-11.78
13:34:07.980;0.03;-0.04;0.99;-2.75;-1.16;4.64;7.52;36.66;-11.16
13:34:07.981;0.00;-0.03;1.00;-2.69;-5.00;-0.67;7.43;35.94;-10.94
13:34:07.982;0.08;-0.04;0.98;2.26;1.04;2.56;6.99;34.66;-12.11
